Total frames 315
Number of Targets 8
Target 1 (frames from 1 to 175)
Bounding Boxes (frame, x, y, width, height)
1	409	272	95	191
2	414	274	94	188
3	419	276	92	185
4	424	278	90	181
5	428	279	89	178
6	433	280	88	176
7	438	281	86	173
8	443	282	85	171
9	447	283	84	169
10	452	283	83	166
11	457	282	82	165
12	462	282	81	163
13	467	280	80	161
14	472	279	80	160
15	476	278	79	159
16	480	278	79	159
17	484	278	79	159
18	488	278	79	159
19	492	279	79	159
20	496	280	80	160
21	500	282	80	161
22	503	283	81	162
23	507	284	81	163
24	512	286	82	164
25	516	287	82	165
26	520	288	83	166
27	525	288	83	167
28	529	288	84	168
29	534	288	84	169
30	538	288	84	169
31	543	287	85	170
32	548	286	85	171
33	553	285	86	172
34	558	284	86	172
35	563	283	86	172
36	569	282	86	173
37	574	281	86	173
38	580	280	86	173
39	586	280	86	172
40	592	280	86	172
41	597	280	86	172
42	603	280	85	171
43	608	281	85	171
44	612	281	85	171
45	617	281	86	172
46	621	282	86	172
47	624	282	86	173
48	628	283	87	174
49	631	284	87	175
50	634	285	88	176
51	636	286	88	176
52	638	287	88	177
53	640	289	88	177
54	642	290	88	177
55	643	291	88	177
56	645	292	88	177
57	646	293	88	176
58	647	294	87	175
59	648	295	86	173
60	649	296	86	172
61	649	296	85	171
62	650	297	85	170
63	650	297	84	169
64	650	297	83	167
65	650	297	83	166
66	650	297	82	165
67	650	297	81	163
68	650	297	80	161
69	650	297	80	160
70	650	298	79	159
71	650	298	78	157
72	650	299	78	156
73	649	300	77	154
74	649	301	76	153
75	649	301	75	151
76	649	302	75	150
77	649	303	74	149
78	649	303	74	149
79	649	303	74	148
80	648	303	74	148
81	647	303	74	148
82	646	303	74	148
83	644	303	74	149
84	642	303	75	150
85	640	303	75	151
86	638	303	76	152
87	636	303	76	153
88	634	304	77	154
89	633	304	77	154
90	632	305	77	155
91	632	305	77	155
92	632	306	77	154
93	633	306	77	155
94	634	307	77	155
95	636	307	77	155
96	638	307	77	155
97	640	307	77	155
98	642	307	77	155
99	644	307	77	155
100	645	306	78	156
101	645	307	78	156
102	646	307	78	157
103	646	306	78	157
104	646	306	78	156
105	645	306	77	155
106	645	305	77	154
107	645	305	76	153
108	644	305	75	151
109	643	304	75	150
110	642	303	74	148
111	641	302	73	147
112	640	302	72	145
113	638	301	72	144
114	637	301	71	142
115	635	301	70	141
116	634	302	70	140
117	633	302	69	139
118	632	303	69	138
119	632	303	69	138
120	632	304	69	138
121	632	304	69	138
122	633	305	69	139
123	634	305	70	141
124	635	306	71	143
125	635	306	72	145
126	636	306	73	147
127	636	306	74	149
128	637	307	75	150
129	637	307	75	151
130	637	307	75	151
131	638	307	75	151
132	638	307	75	150
133	638	308	74	149
134	639	308	73	147
135	639	309	73	146
136	640	309	72	144
137	641	310	71	143
138	642	310	70	141
139	643	311	70	140
140	643	311	69	139
141	643	311	69	139
142	643	311	69	139
143	642	311	69	139
144	641	311	70	140
145	639	310	70	141
146	637	310	71	142
147	635	309	72	144
148	633	308	72	145
149	631	307	73	146
150	628	306	73	147
151	627	304	74	149
152	625	303	75	150
153	624	303	75	151
154	623	302	76	152
155	623	302	76	152
156	623	303	76	152
157	624	303	76	152
158	625	304	75	151
159	626	305	75	151
160	627	306	75	151
161	628	307	75	150
162	629	308	75	150
163	630	310	74	149
164	631	312	74	149
165	632	313	74	148
166	633	313	74	148
167	634	314	73	147
168	635	315	73	147
169	636	315	73	147
170	637	316	73	147
171	639	316	73	147
172	640	317	73	147
173	641	317	73	147
174	642	317	73	147
175	643	317	73	147
3D Trajetory (frame, x, z, height, pose)
1	-1.69	4.65	1.80	1.00
2	-1.74	4.77	1.79	1.00
3	-1.78	4.90	1.79	1.00
4	-1.76	4.88	1.80	1.00
5	-1.75	4.86	1.80	1.00
6	-1.81	5.02	1.80	1.00
7	-1.87	5.18	1.80	3.00
8	-1.89	5.25	1.80	3.00
9	-1.90	5.32	1.80	3.00
10	-1.86	5.36	1.80	3.00
11	-1.83	5.39	1.80	3.00
12	-1.81	5.43	1.81	3.00
13	-1.79	5.46	1.82	1.00
14	-1.74	5.49	1.82	1.00
