Total frames 319
Number of Targets 7
Target 1 (frames from 1 to 33)
Bounding Boxes (frame, x, y, width, height)
1	274	253	124	249
2	279	254	122	245
3	283	256	121	242
4	287	257	119	239
5	290	259	118	237
6	293	260	117	235
7	295	262	116	233
8	297	263	116	232
9	298	265	116	232
10	298	267	116	232
11	299	269	116	232
12	298	271	117	234
13	297	274	118	236
14	295	276	119	238
15	292	278	120	240
16	288	280	121	243
17	284	281	123	247
18	280	282	125	250
19	275	281	127	254
20	270	279	128	257
21	265	277	129	259
22	259	275	130	261
23	253	272	131	263
24	246	271	132	265
25	239	269	134	268
26	233	268	135	270
27	226	267	136	273
28	219	266	137	275
29	212	265	138	277
30	204	264	140	280
31	196	264	141	282
32	188	263	142	284
33	180	262	143	286
3D Trajetory (frame, x, z, height, pose)
1	-2.05	3.21	1.63	1.00
2	-2.06	3.22	1.63	1.00
3	-2.07	3.23	1.63	1.00
4	-2.12	3.37	1.64	1.00
5	-2.16	3.51	1.65	3.00
6	-2.13	3.52	1.64	3.00
7	-2.09	3.53	1.63	3.00
8	-2.02	3.49	1.62	3.00
9	-1.95	3.44	1.60	4.00
10	-1.92	3.42	1.60	4.00
11	-1.90	3.40	1.59	4.00
12	-1.85	3.39	1.59	4.00
13	-1.81	3.38	1.59	4.00
14	-1.76	3.38	1.59	4.00
15	-1.71	3.38	1.59	2.00
16	-1.70	3.37	1.58	2.00
17	-1.69	3.36	1.58	4.00
18	-1.65	3.34	1.58	4.00
19	-1.62	3.32	1.58	4.00
20	-1.57	3.28	1.58	4.00
21	-1.51	3.24	1.59	1.00
22	-1.46	3.19	1.59	1.00
23	-1.42	3.15	1.59	1.00
24	-1.41	3.20	1.59	1.00
25	-1.40	3.25	1.59	1.00
26	-1.40	3.32	1.59	1.00
27	-1.41	3.38	1.59	3.00
28	-1.38	3.36	1.59	3.00
29	-1.36	3.34	1.60	4.00
30	-1.32	3.31	1.60	4.00
31	-1.28	3.29	1.60	4.00
32	-1.23	3.27	1.60	4.00
33	-1.17	3.24	1.60	1.00
Target 2 (frames from 1 to 283)
Bounding Boxes (frame, x, y, width, height)
1	420	219	180	360
2	423	217	184	369
3	426	215	188	377
4	430	213	192	385
5	435	211	196	393
6	441	210	200	400
7	448	209	203	406
8	456	209	206	412
9	464	208	209	418
10	473	208	211	423
11	484	209	214	429
12	495	209	217	435
13	508	211	219	439
14	521	212	221	442
15	535	214	222	444
16	549	216	222	445
17	563	218	222	445
18	577	218	222	445
19	590	218	223	447
20	602	216	224	449
21	613	214	225	451
22	623	212	227	454
23	631	210	229	458
24	638	209	231	462
25	645	207	232	464
26	652	206	232	465
27	659	206	233	467
28	666	205	234	469
29	674	204	236	472
30	682	203	238	477
31	691	202	240	480
32	701	201	241	482
33	711	201	242	484
34	720	201	242	485
35	730	199	242	485
36	739	198	242	484
37	747	196	241	482
38	755	194	240	480
39	762	194	238	476
40	768	195	236	472
41	773	197	233	467
