Total frames 945
Number of Targets 27
Target 1 (frames from 1 to 75)
Bounding Boxes (frame, x, y, width, height)
1	631	247	101	202
2	631	246	101	203
3	632	244	102	204
4	632	243	102	205
5	632	241	103	206
6	633	240	104	208
7	633	239	104	209
8	634	237	105	211
9	634	236	106	212
10	635	235	107	214
11	635	233	107	215
12	635	232	108	217
13	635	231	109	219
14	636	230	110	221
15	637	229	111	223
16	639	228	113	226
17	641	226	114	228
18	644	225	115	230
19	648	223	115	231
20	652	221	116	233
21	656	219	117	234
22	661	218	118	236
23	666	217	118	237
24	671	216	118	237
25	676	215	119	238
26	681	216	119	239
27	685	216	120	240
28	689	217	120	240
29	692	217	120	241
30	694	218	120	241
31	697	219	121	242
32	699	219	121	243
33	702	219	121	243
34	704	218	122	244
35	707	216	122	244
36	710	214	122	245
37	713	212	122	245
38	716	209	123	246
39	720	207	123	247
40	724	204	124	248
41	727	202	124	249
42	731	201	125	250
43	735	201	126	252
44	738	201	126	253
45	741	201	127	254
46	744	201	127	255
47	748	202	128	256
48	752	203	128	257
49	756	203	129	258
50	761	203	129	259
51	765	202	130	261
52	770	201	131	262
53	775	199	131	263
54	780	196	132	265
55	785	194	133	267
56	790	191	134	268
57	794	187	134	269
58	799	184	135	270
59	803	182	135	271
60	807	180	136	272
61	811	176	136	272
62	814	173	136	272
63	817	169	135	271
64	819	166	135	271
65	821	163	135	270
66	822	160	134	269
67	824	157	134	269
68	825	155	134	269
69	825	153	134	268
70	825	152	134	268
71	825	150	134	268
72	825	149	133	267
73	824	148	133	267
74	823	147	133	267
75	821	146	133	266
3D Trajetory (frame, x, z, height, pose)
1	0.38	4.15	1.69	1.00
2	0.41	4.17	1.70	1.00
3	0.44	4.18	1.71	1.00
4	0.47	4.18	1.71	1.00
5	0.49	4.17	1.71	1.00
6	0.52	4.12	1.71	1.00
7	0.56	4.06	1.71	1.00
8	0.58	4.03	1.71	1.00
9	0.60	3.99	1.72	1.00
10	0.63	3.96	1.72	1.00
11	0.65	3.92	1.72	1.00
12	0.68	3.91	1.73	1.00
13	0.71	3.89	1.73	1.00
14	0.75	3.86	1.73	1.00
15	0.78	3.82	1.73	1.00
16	0.81	3.80	1.73	1.00
17	0.84	3.78	1.73	1.00
18	0.88	3.71	1.74	1.00
19	0.91	3.64	1.74	1.00
20	0.96	3.58	1.73	1.00
21	1.02	3.53	1.73	1.00
22	1.07	3.51	1.73	1.00
23	1.13	3.49	1.73	1.00
24	1.18	3.50	1.73	1.00
25	1.24	3.50	1.73	1.00
26	1.30	3.48	1.73	1.00
27	1.36	3.45	1.73	1.00
28	1.41	3.43	1.73	1.00
29	1.46	3.40	1.73	1.00
30	1.49	3.35	1.73	1.00
31	1.53	3.30	1.72	1.00
32	1.55	3.25	1.72	1.00
33	1.58	3.20	1.72	1.00
34	1.63	3.21	1.72	1.00
35	1.68	3.22	1.72	1.00
36	1.73	3.19	1.72	1.00
37	1.77	3.17	1.72	1.00
38	1.83	3.14	1.72	1.00
39	1.88	3.11	1.72	2.00
40	1.92	3.07	1.72	2.00
41	1.96	3.02	1.72	2.00
42	2.00	2.98	1.71	2.00
43	2.04	2.93	1.71	3.00
44	2.06	2.86	1.71	3.00
45	2.08	2.79	1.71	1.00
46	2.14	2.79	1.72	1.00
47	2.19	2.79	1.72	1.00
48	2.24	2.76	1.72	1.00
49	2.29	2.73	1.72	1.00
50	2.33	2.68	1.72	1.00
51	2.37	2.64	1.72	1.00
52	2.41	2.58	1.72	1.00
53	2.45	2.53	1.72	1.00
54	2.47	2.47	1.72	1.00
55	2.48	2.41	1.72	1.00
56	2.53	2.39	1.72	1.00
57	2.58	2.36	1.72	1.00
58	2.62	2.32	1.72	1.00
59	2.65	2.28	1.72	1.00
60	2.68	2.23	1.72	1.00
61	2.71	2.18	1.72	1.00
62	2.78	2.16	1.72	1.00
63	2.85	2.13	1.72	1.00
64	2.87	2.08	1.72	1.00
65	2.89	2.03	1.72	1.00
66	2.93	1.98	1.72	1.00
67	2.97	1.93	1.72	1.00
68	3.03	1.91	1.72	1.00
69	3.10	1.89	1.72	3.00
70	3.12	1.83	1.72	3.00
71	3.14	1.78	1.72	3.00
72	3.17	1.72	1.72	3.00
73	3.20	1.67	1.72	3.00
74	3.19	1.59	1.71	3.00
75	3.18	1.52	1.71	4.00
Target 2 (frames from 1 to 131)
Bounding Boxes (frame, x, y, width, height)
1	511	254	117	234
2	510	254	117	235
3	509	253	118	236
4	508	252	119	238
5	507	251	119	239
6	507	251	120	241
7	507	250	121	242
8	507	249	122	244
9	508	248	122	245
10	508	247	123	247
11	509	246	124	249
12	509	245	125	251
13	511	244	126	253
14	512	244	127	255
15	514	243	128	256
16	517	242	128	257
17	519	241	129	259
18	523	239	130	260
19	526	237	130	261
20	531	235	131	262
21	535	234	131	263
22	540	232	131	263
23	544	231	132	264
24	548	230	132	265
25	551	230	133	266
26	554	230	134	268
27	556	230	135	271
28	558	231	137	274
29	560	231	138	277
30	562	232	140	280
31	563	233	142	284
32	565	233	144	288
33	567	233	146	292
34	570	232	147	295
35	573	230	149	299
36	576	228	151	302
37	580	225	152	305
38	585	223	153	307
39	590	221	154	309
40	595	219	155	310
41	601	217	156	312
42	606	217	156	313
43	610	217	157	314
44	614	217	157	315
45	618	217	158	317
46	622	218	159	318
47	625	219	160	320
48	629	220	161	323
49	633	220	162	325
50	638	220	163	327
51	642	220	164	328
52	647	218	164	328
53	652	216	164	328
54	658	214	164	328
55	663	212	163	327
56	669	209	163	327
57	675	206	163	327
58	681	203	163	327
59	688	201	163	327
60	694	199	164	328
61	700	196	164	329
62	705	193	165	330
63	711	189	166	333
64	715	185	168	336
65	720	182	170	340
66	724	179	171	343
67	727	175	172	345
68	729	172	173	347
69	731	170	174	349
70	733	168	175	351
71	734	167	176	352
72	735	166	176	353
73	736	166	176	353
74	737	167	177	354
75	739	169	177	355
76	741	171	177	355
77	745	174	177	355
78	748	177	177	355
79	752	179	177	355
80	757	181	177	355
81	763	182	177	355
82	768	183	177	355
83	775	183	176	353
84	783	182	175	351
85	789	181	175	350
86	794	179	174	349
87	799	177	174	349
88	802	175	174	349
89	805	174	174	349
90	806	172	174	349
91	807	172	175	350
92	807	172	175	350
93	807	172	174	349
94	806	172	174	349
95	805	173	175	350
96	804	174	175	350
97	802	175	175	350
98	800	175	175	350
99	798	175	174	349
100	796	175	173	347
101	795	173	172	344
102	794	172	171	342
103	792	170	170	340
104	790	168	168	337
105	789	166	167	334
106	788	164	165	331
107	788	163	163	327
108	788	163	162	324
109	789	163	159	319
110	791	163	157	315
111	794	164	155	310
112	796	165	153	306
113	799	167	150	301
114	801	170	148	297
115	802	173	146	292
116	804	176	144	288
117	805	179	142	284
118	806	182	140	280
119	806	184	138	277
120	805	186	137	274
121	805	187	135	271
122	803	188	134	269
123	801	190	133	267
124	799	191	132	264
125	795	192	131	263
126	791	192	130	261
127	787	193	129	259
128	782	193	129	258
129	777	193	128	257
130	771	193	128	257
131	764	192	128	256
3D Trajetory (frame, x, z, height, pose)
1	-0.45	3.38	1.60	1.00
2	-0.44	3.40	1.61	1.00
3	-0.43	3.42	1.61	1.00
4	-0.41	3.41	1.61	1.00
5	-0.40	3.40	1.60	1.00
6	-0.36	3.35	1.60	1.00
7	-0.32	3.30	1.60	4.00
8	-0.30	3.27	1.60	4.00
9	-0.27	3.24	1.60	4.00
10	-0.25	3.25	1.60	4.00
11	-0.23	3.26	1.60	2.00
12	-0.20	3.22	1.60	2.00
13	-0.17	3.17	1.60	1.00
14	-0.13	3.14	1.60	1.00
15	-0.09	3.11	1.60	1.00
16	-0.05	3.10	1.60	1.00
17	-0.00	3.10	1.60	4.00
18	0.04	3.09	1.60	4.00
19	0.08	3.08	1.60	4.00
20	0.11	3.06	1.60	4.00
21	0.15	3.04	1.61	1.00
22	0.19	3.03	1.61	1.00
23	0.23	3.03	1.60	1.00
24	0.28	3.01	1.61	1.00
25	0.33	3.00	1.61	1.00
26	0.37	2.98	1.61	1.00
27	0.42	2.96	1.61	3.00
28	0.44	2.92	1.60	3.00
29	0.47	2.87	1.60	3.00
30	0.50	2.81	1.60	3.00
31	0.52	2.75	1.60	3.00
32	0.55	2.70	1.60	3.00
33	0.57	2.64	1.60	1.00
34	0.61	2.62	1.60	1.00
35	0.65	2.59	1.59	1.00
36	0.69	2.54	1.59	1.00
37	0.73	2.50	1.59	1.00
38	0.77	2.46	1.59	1.00
39	0.82	2.42	1.59	2.00
40	0.85	2.40	1.59	2.00
41	0.89	2.38	1.58	3.00
42	0.93	2.35	1.58	3.00
43	0.97	2.32	1.58	3.00
44	1.02	2.30	1.58	3.00
45	1.07	2.27	1.58	1.00
46	1.10	2.25	1.58	1.00
47	1.13	2.22	1.58	1.00
48	1.16	2.20	1.58	1.00
49	1.19	2.17	1.58	1.00
50	1.21	2.13	1.58	1.00
51	1.23	2.09	1.58	1.00
52	1.26	2.05	1.58	1.00
53	1.30	2.01	1.58	1.00
54	1.34	1.99	1.58	1.00
55	1.38	1.97	1.58	1.00
56	1.45	2.00	1.57	1.00
57	1.52	2.03	1.57	1.00
58	1.55	1.99	1.57	1.00
59	1.59	1.96	1.57	1.00
60	1.62	1.92	1.57	1.00
61	1.65	1.87	1.57	3.00
62	1.67	1.81	1.57	3.00
63	1.69	1.74	1.57	3.00
64	1.72	1.70	1.57	3.00
65	1.75	1.65	1.57	1.00
66	1.80	1.61	1.57	1.00
67	1.85	1.57	1.57	1.00
68	1.86	1.52	1.57	1.00
69	1.88	1.47	1.57	3.00
70	1.90	1.42	1.57	3.00
71	1.91	1.38	1.57	2.00
72	1.94	1.35	1.57	2.00
73	1.97	1.33	1.57	3.00
74	1.97	1.28	1.57	3.00
75	1.97	1.24	1.56	1.00
76	2.01	1.20	1.57	1.00
77	2.05	1.17	1.57	1.00
78	2.08	1.13	1.57	1.00
79	2.11	1.10	1.57	1.00
80	2.15	1.04	1.57	1.00
81	2.18	0.99	1.57	3.00
82	2.22	0.95	1.57	3.00
83	2.27	0.91	1.57	3.00
84	2.28	0.84	1.57	3.00
85	2.30	0.78	1.57	1.00
86	2.35	0.74	1.57	1.00
87	2.39	0.70	1.57	1.00
88	2.44	0.65	1.57	1.00
89	2.49	0.61	1.57	1.00
90	2.52	0.57	1.56	1.00
91	2.56	0.52	1.56	2.00
92	2.47	0.48	1.56	2.00
93	2.37	0.45	1.56	3.00
94	2.40	0.41	1.56	3.00
95	2.43	0.37	1.56	1.00
96	2.45	0.33	1.56	1.00
97	2.46	0.29	1.56	1.00
98	2.51	0.25	1.56	1.00
99	2.55	0.20	1.56	1.00
100	2.54	0.17	1.56	1.00
101	2.53	0.14	1.56	1.00
102	2.53	0.12	1.56	1.00
103	2.53	0.10	1.57	2.00
104	2.54	0.09	1.57	2.00
105	2.55	0.09	1.57	3.00
106	2.59	0.04	1.57	3.00
107	2.62	-0.01	1.57	1.00
108	2.66	-0.05	1.57	1.00
109	2.70	-0.10	1.57	1.00
110	2.75	-0.14	1.56	1.00
111	2.81	-0.19	1.56	1.00
112	2.82	-0.23	1.56	1.00
113	2.83	-0.28	1.56	1.00
114	2.87	-0.31	1.56	1.00
115	2.90	-0.34	1.56	1.00
116	2.95	-0.38	1.56	1.00
117	3.00	-0.42	1.56	1.00
118	3.05	-0.47	1.56	1.00
119	3.10	-0.51	1.56	1.00
120	3.12	-0.56	1.56	1.00
121	3.14	-0.61	1.56	1.00
122	3.14	-0.66	1.56	1.00
123	3.15	-0.70	1.56	1.00
124	3.14	-0.73	1.56	1.00
125	3.13	-0.77	1.56	1.00
126	3.12	-0.80	1.56	1.00
127	3.12	-0.83	1.56	1.00
