Total frames 193
Number of Targets 8
Target 1 (frames from 1 to 193)
Bounding Boxes (frame, x, y, width, height)
1	174	221	67	134
2	174	222	67	134
3	174	222	67	135
4	174	222	67	135
5	174	223	68	136
6	174	223	68	136
7	174	224	68	137
8	174	224	68	137
9	174	224	69	138
10	174	225	69	138
11	174	225	69	139
12	173	226	69	139
13	173	227	69	139
14	173	227	70	140
15	173	227	70	140
16	173	227	70	140
17	173	227	70	141
18	172	227	70	141
19	172	227	71	142
20	172	226	71	142
21	172	225	71	143
22	171	224	71	143
23	171	223	72	144
24	170	222	72	145
25	170	221	73	146
26	169	220	73	147
27	168	218	74	148
28	168	217	75	150
29	167	215	75	151
30	167	214	76	152
31	166	213	77	154
32	166	212	77	155
33	166	212	78	156
34	167	211	78	157
35	167	211	79	158
36	168	210	79	158
37	168	210	79	159
38	169	210	80	160
39	169	209	80	160
40	169	209	80	161
41	169	209	80	161
42	169	209	81	162
43	169	209	81	163
44	169	209	81	163
45	168	209	81	163
46	167	209	82	164
47	166	209	82	164
48	165	209	82	164
49	165	209	82	164
50	164	209	81	163
51	164	210	81	163
52	163	210	81	162
53	163	211	81	162
54	164	211	80	161
55	164	212	80	161
56	164	212	80	160
57	165	213	80	160
58	166	213	80	160
59	166	213	80	160
60	167	214	80	160
61	168	214	79	159
62	168	215	79	159
63	168	215	79	159
64	168	216	79	158
65	168	216	79	158
66	168	216	79	158
67	168	216	79	159
68	167	217	79	159
69	167	217	79	159
70	166	217	79	159
71	166	217	79	159
72	166	218	80	160
73	166	218	80	160
74	166	217	80	160
75	166	217	80	160
76	167	217	80	160
77	167	217	80	160
78	168	218	79	159
79	169	218	79	159
80	170	218	79	159
81	171	218	79	158
82	173	219	79	158
83	174	219	78	157
84	175	220	78	156
85	177	220	78	156
86	178	221	77	155
87	179	221	77	155
88	180	221	77	154
89	181	222	76	153
90	182	222	76	153
91	183	223	76	152
92	184	223	75	151
93	185	223	75	150
94	186	223	75	150
95	187	223	74	149
96	187	223	74	148
97	188	223	74	148
98	188	223	74	148
99	188	222	74	148
100	188	222	74	149
101	187	221	74	149
102	186	220	75	150
103	185	220	75	151
104	184	219	75	151
105	182	218	76	152
106	181	218	76	152
107	180	218	76	152
108	178	218	76	152
109	178	218	75	151
110	177	218	75	151
111	177	218	75	150
112	176	218	74	149
113	176	219	74	149
114	176	220	74	148
115	176	220	73	147
116	175	221	73	146
117	175	222	73	146
118	174	222	72	145
119	172	222	72	145
120	171	222	72	145
121	170	222	72	145
122	168	222	73	146
123	167	221	73	146
124	165	220	73	146
125	164	219	73	147
126	162	218	74	148
127	161	217	74	148
128	160	215	74	149
