Total frames 400
Number of Targets 15
Target 1 (frames from 1 to 49)
Bounding Boxes (frame, x, y, width, height)
1	638	294	48	97
2	639	294	48	96
3	641	293	48	96
4	642	293	47	95
5	644	292	47	94
6	645	292	47	94
7	646	292	46	93
8	648	292	46	93
9	649	292	46	93
10	650	293	46	93
11	652	293	46	93
12	653	294	47	94
13	654	295	47	94
14	655	296	47	94
15	657	296	47	94
16	658	297	47	94
17	659	298	47	94
18	661	299	47	94
19	662	299	47	94
20	663	299	47	94
21	665	300	47	94
22	667	300	47	94
23	668	301	47	94
24	670	301	47	95
25	672	302	48	96
26	674	302	48	96
27	676	303	49	98
28	678	304	49	99
29	679	304	50	101
30	681	304	51	102
31	683	305	52	104
32	684	305	52	105
33	686	305	53	106
34	687	305	53	107
35	688	305	53	107
36	690	305	54	108
37	692	306	54	108
38	694	307	54	108
39	696	307	54	108
40	698	308	54	108
41	699	308	54	108
42	701	309	53	107
43	703	310	53	107
44	705	311	53	106
45	707	312	53	106
46	708	313	52	105
47	710	314	52	104
48	712	315	51	103
49	714	316	51	102
3D Trajetory (frame, x, z, height, pose)
1	0.39	9.13	1.80	2.00
2	0.43	9.25	1.80	2.00
3	0.47	9.38	1.81	2.00
4	0.48	9.48	1.80	2.00
5	0.49	9.58	1.79	2.00
6	0.51	9.56	1.79	2.00
7	0.52	9.55	1.79	2.00
8	0.53	9.57	1.79	2.00
9	0.54	9.58	1.79	2.00
10	0.55	9.60	1.79	2.00
11	0.56	9.62	1.79	2.00
12	0.57	9.53	1.79	2.00
13	0.58	9.44	1.78	2.00
14	0.59	9.42	1.78	2.00
15	0.60	9.41	1.78	2.00
16	0.60	9.36	1.78	2.00
17	0.61	9.32	1.78	2.00
18	0.62	9.28	1.78	2.00
19	0.62	9.24	1.78	2.00
20	0.64	9.54	1.79	2.00
21	0.65	9.83	1.80	2.00
22	0.66	9.69	1.79	2.00
23	0.66	9.55	1.79	2.00
24	0.66	9.40	1.79	2.00
25	0.65	9.26	1.78	2.00
26	0.69	9.20	1.78	2.00
27	0.74	9.14	1.78	2.00
28	0.74	9.01	1.78	2.00
29	0.74	8.88	1.78	2.00
30	0.73	8.68	1.78	2.00
31	0.71	8.49	1.77	2.00
32	0.72	8.45	1.78	2.00
33	0.72	8.41	1.78	2.00
34	0.72	8.32	1.78	2.00
35	0.71	8.24	1.78	2.00
36	0.72	8.26	1.78	2.00
37	0.74	8.28	1.78	2.00
38	0.76	8.33	1.78	2.00
39	0.78	8.37	1.78	2.00
40	0.81	8.37	1.78	2.00
41	0.83	8.37	1.78	2.00
42	0.85	8.39	1.79	2.00
43	0.87	8.40	1.79	2.00
44	0.89	8.46	1.79	2.00
45	0.91	8.53	1.79	2.00
46	0.91	8.66	1.80	2.00
47	0.91	8.79	1.80	4.00
