Total frames 362
Number of Targets 18
Target 1 (frames from 3 to 134)
Bounding Boxes (frame, x, y, width, height)
3	269	115	139	279
4	269	117	139	279
5	269	119	139	279
6	269	120	139	279
7	269	122	139	279
8	268	122	140	280
9	268	123	140	280
10	267	124	140	281
11	266	124	141	282
12	265	124	141	283
13	264	123	142	284
14	263	122	143	287
15	261	121	144	289
16	259	119	146	292
17	258	117	146	293
18	257	116	147	294
19	256	116	146	293
20	255	115	146	293
21	254	115	146	293
22	253	114	147	294
23	253	114	146	293
24	253	113	146	293
25	253	113	146	292
26	254	113	145	291
27	256	113	144	289
28	258	113	144	288
29	260	113	144	288
30	261	113	143	286
31	262	112	143	286
32	262	112	143	286
33	263	112	142	285
34	264	111	142	285
35	264	112	142	284
36	265	113	141	283
37	265	112	142	284
38	264	112	142	285
39	263	111	143	286
40	262	110	143	287
41	262	110	143	287
42	263	110	143	286
43	264	110	143	286
44	266	110	143	286
45	268	110	143	286
46	271	110	143	287
47	274	110	144	288
48	276	110	144	289
49	279	111	144	289
50	283	112	144	288
51	286	113	143	286
52	289	115	142	284
53	292	117	140	281
54	295	119	139	278
55	296	121	137	275
56	296	121	137	274
57	296	121	137	274
58	295	120	137	275
59	294	119	138	277
60	293	118	139	279
61	291	116	142	284
62	288	114	144	289
63	286	112	147	295
64	283	110	150	300
65	280	108	152	305
66	278	107	154	308
67	277	106	154	308
68	277	107	153	307
69	277	107	152	305
70	278	108	151	302
71	280	110	148	297
72	282	111	145	291
73	285	112	143	287
74	288	113	142	285
75	292	113	141	283
76	296	112	142	284
77	300	112	142	285
78	302	112	143	287
79	304	111	145	290
80	305	110	147	295
81	306	108	150	300
82	306	106	153	306
83	306	105	155	311
84	307	103	157	314
85	308	102	158	316
86	309	102	158	316
87	310	102	157	314
88	309	102	155	311
89	308	103	154	308
90	307	104	152	305
91	305	105	151	302
92	302	107	149	299
93	300	108	148	297
94	298	110	147	294
95	295	112	145	290
96	293	115	142	285
97	291	117	141	283
98	289	117	141	282
99	287	117	142	284
100	286	115	142	285
101	286	114	143	286
102	287	112	144	288
103	287	110	144	289
104	288	109	144	289
105	289	107	144	289
106	289	106	145	290
107	288	105	145	291
108	288	103	145	291
109	287	102	146	292
110	287	101	147	295
111	287	100	149	298
112	289	100	150	301
113	291	101	151	302
114	292	102	151	303
115	294	104	151	303
116	295	105	151	303
117	296	106	151	303
118	297	107	150	301
119	297	109	149	299
120	298	111	148	297
121	298	112	147	294
122	297	114	145	290
123	297	116	142	285
124	296	117	140	281
125	295	120	137	274
